1.0,0.24650986970959177
2.0,0.5776874001698349
3.0,0.6696502985570849
4.0,0.2685551289885293
5.0,0.02090202747528158
6.0,0.9626599276924305
7.0,0.7249966306043217
8.0,0.43426237254276145
9.0,0.4812953720374178
10.0,0.15233513268675725
11.0,0.9241312642008194
12.0,0.44473396619726246
13.0,0.9684186509274088
14.0,0.984265470867513
15.0,0.7726498678946697
16.0,0.06972296786361676
17.0,0.27437469093342626
18.0,0.07522785103548868
19.0,0.474844730379569
20.0,0.5301948054382083
21.0,0.008582230001196844
22.0,0.9553108715932108
23.0,0.8972333150429805
24.0,0.4402362310643083
25.0,0.04916852336343491
26.0,0.398608904211751
27.0,0.10034688147450999
28.0,0.1251582648464683
29.0,0.9966224743563568
30.0,0.7876959211755103
31.0,0.1848655832944438
32.0,0.8093192163533386
33.0,0.950604718964978
34.0,0.6583506839832701
35.0,0.6067751031915753
36.0,0.4668238734297624
37.0,0.9323117483632051
38.0,0.6622088696793798
39.0,0.507317202135173
40.0,0.2733649133842243
41.0,0.11637895907349038
42.0,0.1273506931556706
43.0,0.6837207217169494
44.0,0.041785992675525185
45.0,0.9908708469065036
46.0,0.060346731076391436
47.0,0.3365363072241655
48.0,0.4380213015936367
49.0,0.027788397595237324
50.0,0.061840492391146196
51.0,0.25799397791837986
52.0,0.08692923965559118
53.0,0.977163459383055
54.0,0.8641599694146942
55.0,0.08082140169024798
56.0,0.5671340863972621
57.0,0.0777818002359707
58.0,0.1737502992432961
59.0,0.5492753384199278
60.0,0.437212287073277
61.0,0.11934027638381728
62.0,0.10204903537250987
63.0,0.22845652228638336
64.0,0.38938827571786416
65.0,0.38483343564145
66.0,0.3428992439925932
67.0,0.4592145609425108
68.0,0.13583578531583562
69.0,0.4320283354346315
70.0,0.989755284915512
71.0,0.025218637238375474
72.0,0.36469792062695616
73.0,0.3125447017493962
74.0,0.4166479278307267
75.0,0.7511860120067202
76.0,0.37830951082584086
77.0,0.5245819968713786
78.0,0.8199560926776456
79.0,0.5529282672195909
80.0,0.8163585632097146
81.0,0.22901759129018406
82.0,0.3023302406122219
83.0,0.4140356349675903
84.0,0.32225366104874853
85.0,0.4662076038976938
86.0,0.89113811796812
87.0,0.10798986669048938
88.0,0.8802206993635541
89.0,0.45049944994862134
90.0,0.5821004518763085
91.0,0.7891658146710182
92.0,0.8645657905285347
93.0,0.7719392047124053
94.0,0.5468772385364535
95.0,0.32819249188518906
96.0,0.5125297170830642
97.0,0.5371848400381116
98.0,0.21425271250583633
99.0,0.9587217731243625
100.0,0.03425710820436367
